Beginning C++ Programming - From Beginner to Beyond,"
Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. C++14 and C++17 covered. C++20 info see below."," 4.6 ","Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos","46 ","305 ",All Levels,"E£1,699.99","65,208",False
The C++20 Masterclass : From Fundamentals to Advanced,"
Learn and Master Modern C++ From Beginning to Advanced in Plain English : C++11, C++14, C++17, C++20 and More!"," 4.6 ",Daniel Gakwaya,"115 ","584 ",All Levels,"E£1,199.99","3,290",False
Learn C++ Programming -Beginner to Advance- Deep Dive in C++,"
Classroom and Hands-on sessions- Features of C++ 11 , Exception Handling and STL - for Both Academics and Industry"," 4.6 ",Abdul Bari,"5 ","279 ",All Levels,E£999.99,"24,102",False
Mastering Data Structures & Algorithms using C and C++,"
Learn, Analyse and Implement Data Structure using C and C++. Learn Recursion and Sorting."," 4.6 ",Abdul Bari,"5 ","390 ",All Levels,E£999.99,"43,837",True
Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,"
Created in collaboration with Epic Games. Learn C++ from basics while making your first 5 video games in Unreal"," 4.7 ","Ben Tristem, GameDev.tv Team","5 ","210 ",All Levels,"E£1,699.99","67,449",True
Learn Advanced Modern C++,"
Take your knowledge of C++ to the next level!"," 4.5 ",James Raynard,"24 ","231 ",Intermediate,"E£1,199.99","1,007",True
C++ Fundamentals: Game Programming For Beginners,"
Learn to make games using industry standard C++ and Raylib"," 4.7 ","GameDev.tv Team, Stephen Ulibarri","11 ","86 ",Beginner,"E£1,199.99","1,666",False
50 Days to C++ : From Zero to becoming a Pro Developer,"
Become a pro advanced level C++ programmer in 50 Days"," 4.5 ",Coding School,"5 ","186 ",All Levels,E£719.99,148,False
Learn C++ for Game Development,"
Learn the basics of C++ to prepare you for game development programming!"," 4.7 ",Stephen Ulibarri,"5 ","70 ",All Levels,E£999.99,"4,426",False
Complete Modern C++ (C++11/14/17),"
Learn about move semantics, lambda expressions, smart pointers, concurrency, template, STL & more"," 4.5 ",Umar Lone,"20 ","234 ",All Levels,"E£1,199.99","6,171",False
